polis_number,Name,Latitude,Longitude,Hellenicity,Fame,Size,Colonies,Regime,Delian
645,Kypsela,40.9245125,26.3920505,most barbarian,0.37,,0,,not in Delian League
646,Maroneia,40.873751,25.511426,most Greek,3,500 km sq or more,0,,in Delian League
647,Mesambrie,40.86393,25.630902,,0.62,25-100 km sq,0,,not in Delian League
648,Orthagoria,,,most Greek,0.37,,0,,not in Delian League
649,Sale,40.844659,25.875051,,0.25,100-200 km sq,0,,in Delian League
650,Stryme,40.93661,25.282291,most Greek,1.5,100-200 km sq,0,,not in Delian League
651,Zone,40.848568,25.755818,most Greek,1.5,25-100 km sq,0,,in Delian League
652,Alexandropolis,,,most barbarian,0.5,,0,,not in Delian League
653,Apros,41,27.08333333,,0.25,,0,,not in Delian League
654,Kabyle,42.5393535,26.481552,,1.87,,0,,not in Delian League
655,Philoppopolis,42.143739,24.749842,,1.87,,0,,not in Delian League
656,Pistiros,40.968496,24.603854,most barbarian,2.75,,0,,not in Delian League
657,Seuthopolis,42.61977195,25.33686355,,1.12,,0,,not in Delian League
658,Aigos potamoi,40.331504,26.59366,most Greek,0.75,0-25 km sq,0,,not in Delian League
659,Alopekonnesos,40.313939,26.249544,most Greek,1.5,25-100 km sq,1,no evidence of democracy,in Delian League
660,Araplos,40.75,26.75,most Greek,0.12,,0,,not in Delian League
661,Chersonesos/Agora,40.5,26.75,most Greek,1.87,100-200 km sq,0,no evidence of democracy,in Delian League
662,Deris,40.657809,26.808976,most Greek,0.25,,0,,in Delian League
663,Elaious,40.054457,26.223326,most Greek,1.75,25-100 km sq,0,no evidence of democracy,in Delian League
664,Ide,40.504079,26.689216,most Greek,0.12,,0,,not in Delian League
665,Kardia,40.548232,26.75081,most Greek,1.62,25-100 km sq,0,no evidence of democracy,not in Delian League
666,Kressa,40.351152,26.625855,most Greek,0.25,,0,,not in Delian League
667,Krithote,40.406725,26.651664,most Greek,0.75,25-100 km sq,0,no evidence of democracy,not in Delian League
668,Limnai,40.27056,26.272679,most Greek,0.75,25-100 km sq,0,no evidence of democracy,in Delian League
669,Madytos,40.186504,26.357002,most Greek,1.12,100-200 km sq,0,no evidence of democracy,in Delian League
670,Paion,40.505429,26.639597,,0.12,,0,,not in Delian League
671,Paktye,40.485384,26.780688,most Greek,0.62,0-25 km sq,0,no evidence of democracy,not in Delian League
672,Sestos,40.2206527,26.40291625,most Greek,2.12,100-200 km sq,0,no evidence of democracy,in Delian League
673,Bisanthe,40.978415,27.508023,most Greek,1.12,25-100 km sq,0,,in Delian League
674,Byzantion,41.01224,28.976018,most Greek,5.87,500 km sq or more,1,evidence of democracy,in Delian League
675,Daminon Teichos,41.08333,28.08333,most Greek,0.5,0-25 km sq,0,,in Delian League
676,Heraion/Heraion Teichos,41.023945,27.742027,most Greek,1,0-25 km sq,0,,not in Delian League
677,Neapolis,40.638101,27.1810735,most Greek,0.5,0-25 km sq,0,,in Delian League
678,Perinthos,40.971013,27.952973,most Greek,3.62,500 km sq or more,0,,in Delian League
679,Selymbria,41.078496,28.247677,most Greek,1.25,200-500 km sq,0,,in Delian League
680,Serrion Teichos,40.750541,27.324357,most Greek,0.5,0-25 km sq,0,,in Delian League
681,Tyrodiza,40.617746,27.114093,,0.87,500 km sq or more,0,,in Delian League
682,Apollonia,41.217245,30.263908,most Greek,2,500 km sq or more,0,no evidence of democracy,in Delian League
683,Bizone,43.4338945,28.33814,most Greek,0.62,25-100 km sq,0,,not in Delian League
684,Dionysopolis,43.417781,28.1629075,most Greek,0.87,200-500 km sq,0,,not in Delian League
685,Istros,44.5476,28.7748,most Greek,2,500 km sq or more,2,evidence of democracy,not in Delian League
686,Kallatis,43.817152,28.58275,most Greek,1.87,500 km sq or more,0,,in Delian League
687,Mesambria,40.86393,25.630902,most Greek,2,500 km sq or more,0,,in Delian League
688,Nikonion,46.215722,30.454849,most Greek,0.87,100-200 km sq,0,,in Delian League
689,Odessos,43.2061605,27.9134725,most Greek,1,500 km sq or more,0,,not in Delian League
690,Olbia/Borysthenes,46.691895,31.901597,most Greek,7,500 km sq or more,0,evidence of democracy,not in Delian League
691,Ophiousa,46.2007555,30.350134,most Greek,0.12,,0,,not in Delian League
692,Orgame,44.91666667,28.83333333,most Greek,0.5,0-25 km sq,0,,in Delian League
693,Tomis,44.1728565,28.6497375,most Greek,0.87,200-500 km sq,0,,in Delian League
694,Tyras,46.2007555,30.350134,most Greek,1.37,500 km sq or more,0,,in Delian League
695,Chersonesos,42.280098,27.769811,most Greek,4.12,500 km sq or more,0,evidence of democracy,not in Delian League
696,Gorgippeia,44.89409175,37.3100281,most barbarian,1.75,0-25 km sq,0,,not in Delian League
697,Hermonassa,45.21526333,36.712664,most Greek,1.25,0-25 km sq,0,,not in Delian League
698,Karkinitis,45.203672,33.361389,most Greek,1.5,25-100 km sq,0,,not in Delian League
699,Kepoi,45.299422,36.997343,most Greek,0.87,0-25 km sq,0,,not in Delian League
700,Kimmerikon,45.042315,36.22459,most Greek,0.5,0-25 km sq,0,,in Delian League
701,Kytaia,42.2636535,42.705819,most Greek,0.5,0-25 km sq,0,,not in Delian League
702,Labrys/Labryta,45.158504,37.565719,,0.5,,0,,not in Delian League
703,Myrmekeion,45.33333333,36.5,most Greek,0.75,0-25 km sq,0,,not in Delian League
704,Nymphaion,45.23418433,36.41462733,most barbarian,1.75,0-25 km sq,0,no evidence of democracy,in Delian League
705,Pantikapaion/Bosporos,45.35326233,36.470222,most barbarian,3.5,100-200 km sq,0,no evidence of democracy,not in Delian League
706,Phanagoria,45.27460525,36.97245025,most Greek,2,200-500 km sq,0,no evidence of democracy,not in Delian League
707,Theodosia,45.04609,35.378768,most barbarian,1.12,0-25 km sq,0,no evidence of democracy,not in Delian League
708,Tyritake,45.281685,36.4129155,most Greek,0.37,,0,no evidence of democracy,not in Delian League
709,Dioskouris,42.993299,41.003076,most Greek,1,200-500 km sq,0,,not in Delian League
710,Gyenos,42.75581,41.403117,most barbarian,0.62,0-25 km sq,0,,not in Delian League
711,Phasis,42.135867,41.6923225,most barbarian,1,,0,,not in Delian League
712,Amisos/Peiraieus,41.292721,36.3313,most Greek,2.87,,0,evidence of democracy,not in Delian League
713,Becheirias,,,most Greek,0.12,,0,,not in Delian League
714,Choirades,,,most Greek,0.12,,0,,not in Delian League
715,Herakleia,41.28325533,31.41741367,most Greek,5.75,500 km sq or more,2,evidence of democracy,in Delian League
716,Iasonia,41.043598,29.001901,most Greek,0.12,,0,,not in Delian League
717,Karambis,42.013625,33.369673,most Greek,0.12,,0,,not in Delian League
718,Karoussa,41.810138,35.158944,most Greek,0.12,,0,,not in Delian League
719,Kerasous,40.419134,38.397931,most Greek,0.75,,0,,in Delian League
720,Kinolis,41.9627125,34.154469,most Greek,0.12,,0,,not in Delian League
721,Koloussa,41.947448,34.27145,most Greek,0.12,,0,,not in Delian League
722,Kotyora,41.000154,37.875188,most Greek,0.62,,0,,not in Delian League
723,Kromna,41.838242,32.651063,most Greek,0.5,,0,,not in Delian League
724,Kytoros,41.861928,32.897814,most Greek,0.5,,0,,not in Delian League
725,Limne,,,,0.12,,0,,not in Delian League
726,Lykastos,,,most Greek,0.12,,0,,not in Delian League
727,Odeinios,41,40.75,most Greek,0.12,,0,,not in Delian League
728,Sesamos/Amastris,41.746969,32.385648,most Greek,0.75,,0,,not in Delian League
729,Sinope,42.025776,35.143037,most Greek,6.12,500 km sq or more,3,evidence of democracy,not in Delian League
730,Stameneia,41.112782,37.704183,most Greek,0.12,,0,,not in Delian League
731,Tetrakis,41.5715265,33.1191805,most Greek,0.12,,0,,not in Delian League
732,Themiskyra,41.215176,36.967737,most Greek,0.12,,0,,not in Delian League
733,Tieion,41.558273,32.055366,most Greek,0.87,,0,,not in Delian League
734,Trapezous,41.0042695,39.7233115,most Greek,1,200-500 km sq,0,,not in Delian League
735,Artaiou Teichos,40.366649,28.478392,most barbarian,0.62,,0,,in Delian League
736,Artake,40.402952,27.796268,most Greek,0.75,0-25 km sq,0,,in Delian League
737,Astakos,40.714558,29.928794,most Greek,1.37,,0,,in Delian League
738,Bysbikos,40.58333333,28.5,,0.75,0-25 km sq,0,,in Delian League
739,Darieion,,,,0.12,,0,,in Delian League
740,Daskyleion,40.138708,28.062536,most Greek,0.87,,0,,in Delian League
741,Didymon Teichos,40.25,27.25,,0.25,,0,,in Delian League
742,Harpagion,40.334274,27.391984,most Greek,0.5,,0,,in Delian League
743,Kalchedon,40.983393,29.025789,most Greek,4.5,500 km sq or more,2,evidence of democracy,in Delian League
744,Kallipolis,40.4139,26.6807775,most Greek,0.62,,0,,in Delian League
745,Kios,40.432469,29.15639,most Greek,2,500 km sq or more,0,evidence of democracy,in Delian League
746,Kolonai,40.280834,26.91075,,0.5,,0,,in Delian League
747,Kyzikos,40.3855645,27.883191,most Greek,5.62,500 km sq or more,1,evidence of democracy,in Delian League
748,Lampsakos,40.346685,26.699162,most Greek,4.25,500 km sq or more,1,evidence of democracy,in Delian League
749,Metropolis,,,most Greek,0.12,,0,,in Delian League
750,Miletoupolis,40.083458,28.316486,most Greek,1.25,,0,,not in Delian League
751,Miletouteichos,40.212943,28.429191,most Greek,1,,0,,in Delian League
752,Myrleia,40.37557275,28.88274275,most Greek,1.25,,0,no evidence of democracy,in Delian League
753,Olbia,40.7651905,29.919887,most Greek,0.5,,0,,not in Delian League
754,Otlenoi,,,,0.25,,0,,in Delian League
755,Paisos,40.400225,26.787097,most Greek,0.75,0-25 km sq,0,,in Delian League
756,Parion,40.420499,27.069096,most Greek,3.25,500 km sq or more,0,no evidence of democracy,in Delian League
757,Plakia,40.397648,28.27741,most barbarian,0.62,,0,,not in Delian League
758,Priapos,40.403338,27.303734,most Greek,1.12,25-100 km sq,0,,in Delian League
759,Prokonnesos,40.591686,27.55568,most Greek,2,100-200 km sq,0,no evidence of democracy,in Delian League
760,Pythopolis,40.396001,29.413577,,0.5,,0,,in Delian League
761,Skylake,40.387037,28.388808,most barbarian,0.37,,0,,not in Delian League
762,Sombia,,,,0.5,,0,,in Delian League
763,Tereia,41.3553348,28.3586044,,0.25,,0,,in Delian League
764,Zeleia,40.20357415,27.59613655,,1.62,200-500 km sq,0,evidence of democracy,in Delian League
765,Abydos,40.1951155,26.409131,most Greek,1.62,200-500 km sq,0,no evidence of democracy,in Delian League
766,Achilleion,39.914982,26.1511315,most Greek,0.5,0-25 km sq,0,,in Delian League
767,Antandros,39.5785,26.791496,most barbarian,1.25,200-500 km sq,0,,in Delian League
768,Arisbe,40.19429,26.535763,most Greek,0.37,,0,,in Delian League
769,Assos,39.491111,26.3383585,most Greek,1.62,200-500 km sq,1,no evidence of democracy,in Delian League
770,Astyra Mysia,39.163484,26.906742,most Greek,0.75,0-25 km sq,0,,in Delian League
771,Astyra Troika,40.043192,26.682841,,0.25,,0,,in Delian League
772,Azeia,,,most barbarian,0.5,,0,,in Delian League
773,Birytis,39.949947,26.3972745,,0.62,,0,,in Delian League
774,Dardanos,40.079727,26.37442,most Greek,1.12,25-100 km sq,0,,in Delian League
775,Gargara,39.534465,26.540773,most barbarian,1.25,25-100 km sq,0,,in Delian League
776,Gentinos,39.876943,26.279146,most Greek,0.5,0-25 km sq,0,,in Delian League
777,Gergis,39.898491,26.609255,,1,200-500 km sq,0,no evidence of democracy,not in Delian League
778,Hamaxitos,39.543605,26.09471,most Greek,1,0-25 km sq,0,,in Delian League
779,Ilion,39.9575,26.238889,most Greek,1.62,100-200 km sq,0,evidence of democracy,in Delian League
780,Kebren,39.741803,26.563032,most barbarian,1.25,200-500 km sq,0,,in Delian League
781,Kokylion,39.67291,26.410152,most Greek,0.25,,0,,not in Delian League
782,Kolonai,39.677021,26.166435,most Greek,0.87,25-100 km sq,0,,in Delian League
783,Lamponeia,39.538105,26.421229,,0.62,25-100 km sq,0,,in Delian League
784,Larisa,39.615744,26.147559,most Greek,0.75,25-100 km sq,0,,in Delian League
785,Neandreia,39.719741,26.270341,most Greek,1.12,200-500 km sq,0,,in Delian League
786,Ophryneion,40.035846,26.343963,most Greek,0.75,0-25 km sq,0,,in Delian League
787,Palaiperkote,40.23637,26.686456,,0.37,,0,,in Delian League
788,Perkote,40.273913,26.588806,most Greek,0.5,0-25 km sq,0,,in Delian League
789,Polichna,38.429149,26.57715,,0.25,,0,,in Delian League
790,Rhoiteion,40.011104,26.307891,most Greek,0.87,25-100 km sq,0,,in Delian League
791,Sigeion,39.9835305,26.180869,most Greek,1.25,25-100 km sq,0,no evidence of democracy,in Delian League
792,Skepsis,39.82554,26.688003,most Greek,2,500 km sq or more,0,,in Delian League
793,Tenedos,39.8278355,26.0497905,most Greek,1.5,25-100 km sq,0,evidence of democracy,in Delian League
794,Antissa,39.2908705,26.0197635,most Greek,1.87,200-500 km sq,0,evidence of democracy,not in Delian League
795,Arisba,40.19429,26.535763,most Greek,0.5,25-100 km sq,0,,in Delian League
796,Eresos,39.138899,25.928752,most Greek,3,200-500 km sq,0,evidence of democracy,in Delian League
797,Methymna,39.369167,26.176891,most Greek,3.25,200-500 km sq,0,evidence of democracy,in Delian League
798,Mytilene,39.110475,26.547048,most Greek,8.5,200-500 km sq,2,evidence of democracy,in Delian League
799,Pyrrha,39.127885,26.203993,most Greek,2,200-500 km sq,0,,in Delian League
800,Adramyttion,39.5023635,26.936321,most barbarian,1.37,200-500 km sq,0,,not in Delian League
801,Aigai (Aiolis),36.769676,35.789487,most Greek,1.12,,8,,not in Delian League
802,Aigiroessa,,,most Greek,0.25,,0,,not in Delian League
803,Atarneus,39.093987,26.927974,most barbarian,1.5,200-500 km sq,0,no evidence of democracy,not in Delian League
804,Autokane,39.25,26.75,,0.75,,0,,not in Delian League
805,Boione,,,,0.25,,0,,not in Delian League
806,Chalkis,39.284172,26.602674,,0.5,0-25 km sq,2,,not in Delian League
807,Elaia,40.748896,29.785796,most Greek,1.12,25-100 km sq,0,,in Delian League
808,Gambrion,39.0910834,27.3204017,,0.75,,0,no evidence of democracy,not in Delian League
809,Gryneion/Gryneia,38.874665,27.069173,most Greek,1,0-25 km sq,0,no evidence of democracy,in Delian League
810,Halisarna,39.045111,27.114997,,0.5,,0,no evidence of democracy,not in Delian League
811,Herakleia,38.6185505,27.15813485,,0.5,,0,,not in Delian League
812,Iolla,38.497356,28.260544,,0.37,,0,,not in Delian League
813,Karene,39.17898,26.842283,,0.5,,0,,in Delian League
814,Killa,,,most Greek,0.12,,0,,not in Delian League
815,Kisthene,39.393183,26.813175,,0.5,,0,,not in Delian League
816,Kyllene,38.745271,26.83198,,0.25,0-25 km sq,0,,not in Delian League
817,Kyme,38.761848,26.942154,most Greek,0.62,25-100 km sq,4,evidence of democracy,in Delian League
818,Larisa,38.153004,27.741461,most barbarian,1.87,,0,,in Delian League
819,Leukai,38.546745,26.856796,most barbarian,1.25,0-25 km sq,0,,not in Delian League
820,Magnesia,38.541317,27.4873015,,0.25,,0,,not in Delian League
821,Melanpagos,38.58333333,27.16666667,most Greek,0.25,,0,,not in Delian League
822,Myrina,38.840097,26.985537,most Greek,0.87,0-25 km sq,0,no evidence of democracy,in Delian League
823,Nasos,39.336684,26.654808,most Greek,1,0-25 km sq,0,evidence of democracy,not in Delian League
824,Neon Teichos,38.654427,27.032015,most Greek,0.25,,0,,not in Delian League
825,Notion,37.9928,27.1975,most Greek,0.12,,0,evidence of democracy,not in Delian League
826,Palaigambrion,,,,0.25,,0,no evidence of democracy,not in Delian League
827,Parthenion,39.218103,27.335098,,0.12,,0,,not in Delian League
828,Pergamon,39.13153246,27.18422554,most barbarian,1.12,,0,no evidence of democracy,not in Delian League
829,Perperene,39.240505,26.962332,,0.62,,0,,not in Delian League
830,Pitane,38.928297,26.937453,most Greek,0.87,0-25 km sq,0,,in Delian League
831,Pordoselene,39.336684,26.654808,,1,0-25 km sq,0,,in Delian League
832,Temnos,38.671912,27.196998,most Greek,0.62,,0,,not in Delian League
833,Teuthrania,39.035223,27.054771,,0.5,,0,no evidence of democracy,not in Delian League
834,Thebe,39.597431,27.020171,,0.37,,0,,not in Delian League
835,Tisna,38.772883,27.065592,,0.25,,0,,not in Delian League
836,Achilleion (Ionia),39.914982,26.1511315,most Greek,0.25,,4,,not in Delian League
837,Airai,38.203961,26.701321,most Greek,1.12,0-25 km sq,0,,in Delian League
838,Anaia,37.801915,27.276396,most Greek,1.25,0-25 km sq,0,,not in Delian League
839,Boutheia,38.327245,26.307181,most Greek,0.62,,0,,in Delian League
840,Chios,38.37641,26.1342335,most Greek,10.5,500 km sq or more,2,evidence of democracy,in Delian League
841,Chyton,38.337891,26.741881,most Greek,1,0-25 km sq,0,,not in Delian League
842,Dios Hieron,38.227646,28.083254,most Greek,0.62,0-25 km sq,0,,in Delian League
843,Elaiousioi,,,most Greek,0.37,,0,,in Delian League
844,Ephesos,37.94218342,27.34551256,most Greek,5.25,500 km sq or more,0,evidence of democracy,in Delian League
845,Erythrai,38.382361,26.47994,most Greek,5.12,500 km sq or more,0,evidence of democracy,in Delian League
846,Isinda,36.177475,29.6909065,most Greek,0.25,,0,,in Delian League
847,Klazomenai,38.36785825,26.77774005,most Greek,3.25,,3,evidence of democracy,in Delian League
848,Kolophon,38.0908258,27.157223,most Greek,4.62,200-500 km sq,2,evidence of democracy,in Delian League
849,Korykos,38.16666667,26.58333333,most Greek,0.37,0-25 km sq,0,,not in Delian League
850,Lebedos,38.077883,26.964722,most Greek,1,25-100 km sq,0,,in Delian League
851,Leukophrys,37.8505485,27.526039,most Greek,0.25,,0,,not in Delian League
852,Magnesia,37.8505485,27.526039,most Greek,2,200-500 km sq,0,evidence of democracy,not in Delian League
853,Marathesion,37.829287,27.254483,most Greek,0.37,0-25 km sq,0,,in Delian League
854,Miletos,37.52157586,27.27770558,most Greek,12.25,500 km sq or more,37,evidence of democracy,in Delian League
855,Myonnesos,38.045852,26.855218,most Greek,0.5,0-25 km sq,0,,not in Delian League
856,Myous,37.595252,27.433117,most Greek,1.12,25-100 km sq,0,,in Delian League
857,Naulochon,38.440912,27.14781,most Greek,0.75,0-25 km sq,0,,not in Delian League
858,Notion,37.9928,27.1975,most Greek,1.25,0-25 km sq,0,,in Delian League
859,Phokaia,38.6703265,26.754884,most Greek,2.25,100-200 km sq,4,,in Delian League
860,Polichnitai,38.429149,26.57715,most Greek,0.62,,0,,in Delian League
861,Priene,37.66390819,27.30708905,most Greek,3.87,100-200 km sq,0,evidence of democracy,in Delian League
862,Pteleion,38.480083,26.415179,most Greek,0.5,0-25 km sq,0,,in Delian League
863,Pygela,37.83333333,27.25,most Greek,1.37,0-25 km sq,0,,in Delian League
864,Samos,37.68825,26.944483,most Greek,6.5,500 km sq or more,12,evidence of democracy,in Delian League
865,Samos/2,,,most Greek,1.75,,0,no evidence of democracy,not in Delian League
866,Sidousa,38.65944,26.51564,most Greek,0.62,,0,,in Delian League
867,Smyrna,38.440912,27.14781,most Greek,3.5,200-500 km sq,0,,not in Delian League
868,Teos,38.19002867,26.802757,most Greek,3,100-200 km sq,2,evidence of democracy,in Delian League
869,Thebai,37.66666667,27.16666667,most Greek,1,0-25 km sq,0,,not in Delian League
870,Alabanda,37.59557847,27.97571613,,0.37,200-500 km sq,0,no evidence of democracy,not in Delian League
871,Alinda,37.5588635,27.833014,,0.62,,0,,in Delian League
872,Amos,36.7547855,28.2645905,most barbarian,0.5,,0,,in Delian League
873,Amynandeis,37.002222,27.646106,most barbarian,0.37,0-25 km sq,0,,in Delian League
874,Amyzon,37.59888,27.690896,most barbarian,0.87,,0,,in Delian League
875,Arlissos,,,,0.37,,0,,in Delian League
876,Armelitai,,,,0.37,,0,,not in Delian League
877,Aulai,36.760796,28.134462,most Greek,0.25,,0,,in Delian League
878,Bargasa,37.025229,27.776644,,0.5,,0,,in Delian League
879,Bargylia,37.1957785,27.588037,most barbarian,0.62,0-25 km sq,0,,in Delian League
880,Bolbai,36.87904,27.203635,,0.12,,0,,in Delian League
881,Chalketor,37.349058,27.685712,most barbarian,0.87,0-25 km sq,0,,in Delian League
882,Chersonesos,36.75,28.25,most Greek,0.5,,0,,in Delian League
883,Chios,38.37641,26.1342335,most barbarian,0.37,,0,,in Delian League
884,Erineis,,,,0.25,,0,,in Delian League
885,Euromos,37.378355,27.673196,most barbarian,0.75,0-25 km sq,0,,in Delian League
886,Halikarnassos,37.0382205,27.423765,most barbarian,3.25,25-100 km sq,0,no evidence of democracy,in Delian League
887,Hybliseis,,,,0.5,,0,,in Delian League
888,Hydaieis,37.303307,27.704802,,0.62,0-25 km sq,0,,in Delian League
889,Hydisos,37.1505525,27.8061745,,0.25,,0,,in Delian League
890,Hymisseis,,,most barbarian,0.25,,0,,in Delian League
891,Iasos,37.278837,27.585075,most Greek,2.87,25-100 km sq,0,evidence of democracy,in Delian League
892,Idrias,37.25,28.16666667,most barbarian,0.25,,0,,in Delian League
893,Idyma,37.059443,28.367319,most barbarian,0.5,,0,,in Delian League
894,Kalynda,36.74550375,28.8323485,most barbarian,0.5,,0,,in Delian League
895,Karbasyanda,36.83333333,28.58333333,,0.37,0-25 km sq,0,,in Delian League
896,Karyanda,37.161849,27.529586,most barbarian,0.62,0-25 km sq,0,,in Delian League
897,Kasolaba,,,,0.5,,0,,in Delian League
898,Kaunos,36.827092,28.623687,,1.75,500 km sq or more,0,,in Delian League
899,Kedreai,36.993043,28.2067955,most barbarian,0.62,,0,,in Delian League
900,Keramos,37.041728,27.9562175,,1.25,,0,,in Delian League
901,Killareis,37.181505,27.693076,,1,0-25 km sq,0,,in Delian League
902,Kindye,37.191684,27.650052,most barbarian,1,0-25 km sq,0,no evidence of democracy,in Delian League
903,Knidos,36.6881795,27.3728385,most Greek,4,200-500 km sq,3,evidence of democracy,in Delian League
904,Kodapeis,,,,0.5,,0,,in Delian League
905,Koliyrgeis,37.349625,28.202725,,0.37,,0,,not in Delian League
906,Koranza,,,,0.62,,0,,not in Delian League
907,Krya,36.6975105,28.8686085,,0.25,0-25 km sq,0,,in Delian League
908,Kyllandos,37.067654,28.442249,,0.37,,0,no evidence of democracy,in Delian League
909,Kyrbissos,,,,0.25,,0,,in Delian League
910,Latmos/Herakleia,37.498076,27.53766,most barbarian,1.75,,0,,in Delian League
911,Lepsimandos,37.057579,27.094769,,0.25,0-25 km sq,0,,in Delian League
912,Medmasos,37.08333333,27.33333333,most barbarian,0.5,0-25 km sq,0,,in Delian League
913,Mylasa,37.30275067,27.79023867,most barbarian,2.62,,0,evidence of democracy,in Delian League
914,Myndos,37.073691,27.242415,most Greek,1.25,0-25 km sq,0,,in Delian League
915,Narisbareis,,,,0.12,,0,,in Delian League
916,Naryandos,,,,0.25,,0,,not in Delian League
917,Naxia,37.552756,27.659145,,0.37,0-25 km sq,0,,in Delian League
918,Olaieis,37.08333333,28.33333333,,0.12,,0,,in Delian League
919,Olymos,37.378561,27.735578,most barbarian,0.5,,0,,in Delian League
920,Ouranion,37.093516,27.278841,,0.75,,0,,in Delian League
921,Parpariotai,37.614323,27.544474,,0.25,,0,,in Delian League
922,Passanda,36.83333333,28.58333333,,0.25,,0,,in Delian League
923,Pedasa,37.054602,27.412789,most barbarian,0.5,0-25 km sq,0,,not in Delian League
924,Peleiatai,,,,0.25,,0,,in Delian League
925,Pidasa,37.401041,27.57211,,0.87,,0,,in Delian League
926,Pladasa,37.087317,28.079785,,0.62,,0,,in Delian League
927,Pyrindos,,,most Greek,0.25,,0,,not in Delian League
928,Pyrnos,36.885007,28.445529,,0.25,,0,,in Delian League
929,Salmakis,,,,0.37,,0,,not in Delian League
930,Siloi,,,,0.25,,0,,in Delian League
931,Syangela/Theangela,37.044491,27.59493,,1.62,25-100 km sq,0,no evidence of democracy,in Delian League
932,Talagreis,,,,0.12,,0,,not in Delian League
933,Taramptos,37.141382,27.490228,,0.12,0-25 km sq,0,,in Delian League
934,Tarbaneis,,,,0.25,,0,,in Delian League
935,Telandros,36.6745405,28.91627,,0.62,0-25 km sq,0,,in Delian League
936,Telemessos,36.62214407,29.11414693,most barbarian,0.37,0-25 km sq,0,,not in Delian League
937,Termera,36.995872,27.298363,most barbarian,0.5,0-25 km sq,0,,in Delian League
938,Terssogasseis,,,,0.25,,0,,not in Delian League
939,Thasthareis,37.593737,27.643214,,0.25,0-25 km sq,0,,in Delian League
940,Thydonos,,,,0.25,,0,,in Delian League
941,Tralleis,36.92857143,28.07142857,most barbarian,0.37,200-500 km sq,0,,not in Delian League
942,Phaselis,36.52280633,30.549049,most Greek,1.75,,0,,in Delian League
943,Xanthos,36.355934,29.31836,most barbarian,2.87,200-500 km sq,0,,not in Delian League
944,Allaria,35.376405,24.599822,most Greek,0.87,25-100 km sq,0,,not in Delian League
945,Anopolis,35.216576,24.091067,most Greek,0.87,25-100 km sq,0,,not in Delian League
946,Apellonia,35.404896,25.018525,most Greek,0.87,25-100 km sq,0,,not in Delian League
947,Aptara,35.46477025,24.1449764,most Greek,1.87,100-200 km sq,0,,not in Delian League
948,Arkades,35.080331,25.282439,most Greek,0.37,100-200 km sq,0,,not in Delian League
949,Aulon,35.0585608,24.9602992,most Greek,0.62,0-25 km sq,0,,not in Delian League
950,Axos,35.302424,24.840106,most Greek,2.12,25-100 km sq,0,no evidence of democracy,not in Delian League
951,Biannos,35.060832,25.402881,most Greek,1.12,25-100 km sq,0,,not in Delian League
952,Bionnos,35.149963,24.512052,most Greek,0.62,0-25 km sq,0,,not in Delian League
953,Chersonasos,35.319165,25.388567,most Greek,1.5,0-25 km sq,0,,not in Delian League
954,Datala,35.102226,25.340768,most Greek,2.25,,0,,not in Delian League
955,Dragmos,35.188402,26.161615,most Greek,0.75,0-25 km sq,0,,not in Delian League
956,Dreros,35.256232,25.629044,most Greek,2.5,25-100 km sq,0,,not in Delian League
957,Eleutherna,35.3322698,24.67524836,most Greek,3.62,100-200 km sq,0,,not in Delian League
958,Elytnia,35.25,25.16666667,most Greek,1,25-100 km sq,0,,not in Delian League
959,Elyros,35.283178,23.794048,most Greek,1.37,25-100 km sq,0,,not in Delian League
960,Gortyn,35.06272017,24.94694372,most Greek,7.75,200-500 km sq,0,,not in Delian League
961,Herakleion,35.33333333,25.16666667,most Greek,0.62,100-200 km sq,0,,not in Delian League
962,Hierpytna,35.010026,25.740363,most Greek,1.5,200-500 km sq,0,,not in Delian League
963,Hyrtakina,35.274179,23.73635,most Greek,1.25,25-100 km sq,0,,not in Delian League
964,Istron,35.118566,25.72338,most Greek,0.62,25-100 km sq,0,,not in Delian League
965,Itanos,35.2655385,26.263941,most Greek,1.87,100-200 km sq,0,,not in Delian League
966,Keraia,35.40465,23.963011,most Greek,0.62,0-25 km sq,0,,not in Delian League
967,Knosos,35.298097,25.161567,most Greek,2.37,200-500 km sq,0,,not in Delian League
968,Kydonia,35.515775,24.01869,most Greek,3,200-500 km sq,0,,not in Delian League
969,Kytaion,35.407779,24.878375,most Greek,0.62,0-25 km sq,0,,not in Delian League
970,Lappa,35.28658,24.336077,most Greek,1.5,100-200 km sq,0,no evidence of democracy,not in Delian League
971,Lato,35.17900013,25.65594237,most Greek,2.25,25-100 km sq,0,,not in Delian League
972,Lebena,34.933931,24.925981,most Greek,1,25-100 km sq,0,,not in Delian League
973,Lisos,35.27,23.74,most Greek,1.37,25-100 km sq,0,,not in Delian League
974,Lyktos,35.212883,25.37034,most Greek,3.37,200-500 km sq,0,,not in Delian League
975,Malla,35.083064,25.581903,most Greek,1,25-100 km sq,0,,not in Delian League
976,Matala,34.9935,24.751,most Greek,1,0-25 km sq,0,,not in Delian League
977,Milatos,35.316165,25.563637,most Greek,0.62,25-100 km sq,0,,not in Delian League
978,Olous,35.257679,25.738816,most Greek,2,100-200 km sq,0,,not in Delian League
979,Petra,35.25,26,most Greek,0.5,0-25 km sq,0,,not in Delian League
